label,text
0,Buffalo wings at the whiskey are seriously top five 😩😋
0,Bar is well stocked with a sold out crowd. Plenty of room here though. Just sold to exact capacity I guess.
0,"See you tonight! 8pm! #TeamKarina
@bluemartiniftl @phontograph @ Blue Martini https://t.co/b2jRQRAoSC"
0,"I'm at The Federal Food Drink &amp; Provisions - @thefederalmia (Miami, FL) http://t.co/QrcttXY2g8"
1,340am and I need to sleep but I can't shut off #PanicAtTheDisco. Alcohol aids with my stubbornness. Just love me already!!
1,Drinking a Kentucky Bourbon Barrel Ale by @kentuckyale at @swandolphin — http://t.co/jcRCkwCQbO
1,Delicious - Drinking a Dragon's Milk Reserve: With Raspberries by @NewHollandBrew @ Bounty Hunter  — https://t.co/z1IAKf0GWl #photo
1,Walking the hotel lobby with a case of beer at 8 am #tailgate #trytojudgeme 🍻
1,"I'm at 3 Margaritas - @3margsorchard (Greenwood Village, CO) http://t.co/EtSFIeNiSV"
0,Johnny's Hall of Fame Lounge http://t.co/Puomi987RC #Downtown #Des_Moines Woo Captain America!! #4thofjuly http://t.co/IcVMmWLB5L
0,For fuck's sake. RT@Deadspin: Milwaukee bar celebrates World Cup in most tone deaf way possible: http://t.co/496lTbNpKq
1,"Can I take sweet pictures, draw cartoons, drink whiskey, do hair/makeup and laugh as a career or nah"
1,#ncbeer great redo of a great beer - Drinking an Unlawful by @sopinesbrewing at @sopinesbrewing  — http://t.co/BQJIu5uMH2
1,I'm so sad bc I'm drunk but I'm not with my 2 biggest bad influences @KRISSYMURPHYXO @xvoodoochildxx
1,At my dude Jon's house playing the 2k drinking game...
1,I was drunk every night this weekend and I feel great
1,This time tomorrow I'll be relaxing in a hot tub with a beer in my hand in the beautiful state of Colorado
1,"Happy 21st Birthday, @liddulmadeline Have the bestest day ever! Also get really drunk &amp; harass cute boys! Omg yay you're finally legal! 😊🎉🎊🎈"
0,"“@armourtheater: @csbev and us are throwing a hella pizza party Thurs. 5 different pizzas, drink http://t.co/4F7fuqw0n6”@MichellePHughes"
1,Good low key beer.. - Drinking a Stella Artois by @StellaArtois @ Crimson American Grill  — http://t.co/tOxXraQ7CZ #photo
1,"@Jaymoneynetto lmfao true true. probz not go, lol. But I do wanna get drunk again lmaoooo #soak"
1,Keira lien that bx don't hate me she 💯✊ tho fwh drunk axx
0,@SmokeboyBlack Who Drinks That Early In The Morning 😂
0,Volleyball on the sand bar can't come soon enough #summersummersummer
1,@Tweets4Moi_Rod you gave me so much shit for smoking cigs while I was drunk 😤
0,Half these bitches don't even drink or heard of tea
1,“@haleykinberger: I reallllly hope I'm not hungover tomorrow morning bruh 😩”
1,Drinking a Skyway Wheat by Green Bench Brewing Co @ Green Bench Brewing Co. — http://t.co/s7TQw39dE9
1,Drinking a Merry Taj (2014) by @lostabbey @ Paragon Tap &amp; Table — http://t.co/t7GUNBTgMn
1,"Happy (my) Saturday, y'all.. - Drinking an Exile IPA by @exilebrewingco @ Stella  — http://t.co/NEdNbeSET4 #photo"
1,Drinking a Sticky Toffee Pudding Ale by @WellsAndYoungs @ rick and julies — http://t.co/lNxZuvMVLd
1,"Dinner and drinks with the ladies from work. (@ Don Pablo's in Maumee, OH) https://t.co/aZNZ5KQ1pY"
1,Don't think I've ever beer so hungover in my life
0,Sunday brunch ! Bloody Mary bar and so much more ! (@ TQLA Dana Park) http://t.co/no8SkXvELg
1,Drinking a Honey Brown Lager by @SleemanBeer @ Hudson's Landing Pub — http://t.co/O54KDroPgr
1,"Mom:""what are you and Miranda gunna be drunk by the time we get back?""
Me:""yup""
Mom:""hahaha figures""😊"
0,I'd never know if some1 ever broke into my house w/ the animals making so much noise! Cats are playing &amp; a dog is drinking water right now.
0,Just added Midnight Sun Trickster bottles. See our full beer menu: http://t.co/OHaSPm73hw @midnightsunbrew #BeerMenus
1,Whoa. Holy aroma. #ottercreek #craftbeer #awesome - Drinking a Citra Mantra @ The S&amp;L DiscoKitchen - http://t.co/jQR72Ru2S4 #photo
1,"sorry I can't tonight, I'm listening to jazz and drinking chocolate martinis. @ Blue Note http://t.co/Sv7YVZvKWd"
1,Slight chocolate taste not over powering - Drinking a Liquid Bliss by @TerrapinBeerCo at @avenuegastrobar  — http://t.co/D8GBV5QQKc
1,Well last night I found out I can't drink like I could 73 pounds ago.
1,Drunk people on the train going to spring awakening are the BEST 😂😂
1,I definitely need a drink or two after that damn test 🍺🍸🍷
0,This guy at the bar keeps singing danzig. Can we do a duet?
0,champagne for my real friends real pain for my sham friends
0,Somebody sign Summer all these bars she be spitting
0,"“@TrunksBasedGod:I would drag my balls across 3 acres of broken glass, and rubbing alcohol just to smell her breath. http://t.co/WbjQjWezdH”"
1,"S/O to my friends at Hannaford that are 21 and older that buy me alcohol when I need it, something good did come from being here 3 years 😘"
1,September baseball and a good pumpkin beer. Yes please! - Drinking a Punkin Ale @ The Gamer's Pub - http://t.co/adCVlYWFxx #photo
1,Baller - Drinking a Coffee Stout by Columbia Kettle Works @ Columbia Kettle Works  — http://t.co/nMh6ZgPUS8
0,Chillin with my boo :)))) taraaaal #ato #phimu #roccos #tacos @ Rocco's Tacos and Tequila Bar http://t.co/7xDU0mbc1D
1,Nutella is yum in my tum so it comes out my bum I want some rum so gimme some.
1,The Roast Beef of Beer. - Drinking a Black Butte Porter by @deschutesbeer at @deschutespdxpub  — http://t.co/r1uKRaAypZ
1,“@ItsAllRobBaby: Patron Margarita sounds fire right now” patron period sounds like a night I won't remember lol
0,#np Nas &amp; Amy Winehouse - Cherry Wine #RipAmyWinehouse I was in love with her voice
0,Description of me at the movielife: beer hair
1,Im drinking tonight. I cant even. Comonnnn weekenddddd.
1,I miss Brent and the fact that he isn't answering my drunk phone calls isn't helping.
1,@ChicagoBeerExp tour - Drinking a Prager Bohemian Pilsner by Atlas Brewing Company at @atlasbrewing  — http://t.co/Tl2XXMzyFW
1,British pint (of Sam Adams) after stellar show (at @ElephantCastle w/ 3 others) http://t.co/cgtVNsKnJu
0,"I'm at Tinto Bar &amp; Tapas - @none (Norwalk, CT) http://t.co/ZSRwgO1zFx http://t.co/k3csF0AZKJ"
1,Beer tasting with my brother and brother in law 🍺😄 #family #lacountyfair #beertasting #lafair @ Los… http://t.co/J4O2HcRjyp
1,"On tap, woah... - Drinking  The Chocolate Manifesto - Triple Chocolate Milk Stout @ MadRiver Farm Market - http://t.co/bDo2BC2lgP"
1,He should be running a car wash somewhere drunken bum
1,"Beer from the Mutha Land!!!! Not bad, kinda chocolatey. #chicago #beerlao #laos #beer @ Bites Asian Tapas http://t.co/pRqCYm7Jej"
1,Easy drinking beer and I'm not a fan of true sour ales so this was a good drinking ... (Sour Pete) http://t.co/utlcV9Vpit
1,Drinking a Gose the Gozerian by Black Ace Brewing @ Black Ace Disc Golf — http://t.co/UfT5Q6hOqQ
0,Rando behind us on the megabus says he's studying for the bar going to visit his house in Hawaii which has two Corvettes and his plane. Sure
0,We will be at Stanley's NE Bar Room for the Bacon and Beer Feat this Saturday. Tickets available… https://t.co/kNCfEXEAAi
0,@kogorman51 I knew you wouldn't be going to the beer fest! Yes yes yes you better show up later 👍
0,@Meagan__Ash I'm the weakest person in the world tho. I can't even pick up the bar 😩
0,@TaylorEnglish5 @team_viiic I bet there's not alcohol there
0,Catching up with her . ❤️ minimintee  . I missed you . @ Bar Louie Orlando http://t.co/MAhvH4ELDa
0,April fools! I will hold on to these grudges until the day I drink myself to death.
0,Nashville Tennessee at Silver dollar bar @kennychesney http://t.co/UzkQbO5ts5
1,So I probably shouldn't have volunteered to funnel beer last night... My head is scolding me.
1,“@Lorenosaur: I plan to get drunk as fuck the day my BestFriend gets married! @BrianSeanster” you won't be the only one😉
0,Calvin Harris going hard at @hakkasanlv right now!!!! @ Hakkasan Las Vegas Nightclub http://t.co/Byn3WtZY6J
1,"I wanna Karaoke Bobby Womack's ""If You Think You're Lonely Now"" drunk and terribly in public at least once in my life."
0,"$6 pitchers &amp; $1 pints at Jefferson's  tonight 🍺🍺🍺 everyone come hang out with your fav server tonight 😉 (me, duh) @JeffersonsChatt"
0,Try and check out some microbrews while you're in #Seattle @amellywood  You won't be disappointed! #EnjoyYourNight #ThanksAgain #ECCC
0,mornings like these remind me why i don't drink anymore 😒🔫
0,What Ale just told me made me so happy😊
1,@Loveadyy they were in awe when they realized how much this dude from texas could drink 😎!! They were all exed out 😂
0,HAPPY NEW YEAR 2014!!!! @ Seven's lounge http://t.co/vOKZzTtZhq
1,If the cups half full Im drinking wine &amp; If the cups half empty I'm drinking wine. #Mondaysaregrape
1,I was piss drunk from the moment I woke up yesterday to the moment I want to bed this morning. It was hilarious.
0,So which cocktail pairs best with PB&amp;J? Catching up on #SocialThursday.
0,I wont be surprised when half the senior class goes to jail or dies because they do the stupidest shit! You do drugs or drink your not cool
1,@RiotmakerN9ne thanks for the drinks last night man
1,That moment when you don't remember a thing that happened last night ! Thanks @tanahjean for dominating the beer pong table w/ me last night
0,@LifeCheating yeah I'll get right on that so it can sting my ass after it drinks my water.
1,Do you feel better now? Come and have a drink with us! #waltzastoria #astoria #lic #queens #smo @… http://t.co/Mpow8tGXPu
1,Needs more Belgian. - Drinking a Samuel Adams Belgian Session by @SamuelAdamsBeer @ Casa de Blais  — http://t.co/YSxOsbWU0C
0,"@AFCOntario Lol. Yes. As in valley-girl Kardashian talk ""I just can't"" or ""I'm literally going to die"" or ""I may die if I don't drink a PSL"""
0,Who really started the party nightclub influence..has the local bar died?
0,@Robyferrer comoo? alcohol effects? jajajaja  pa' eso bebesss?
1,Everyone's snapchat story is of them drunk all day for spring weekend and I'm here like I mean the library's mad live right now #finals
1,I love this school because our drunk nights out turn into jam sessions where the entire room sings whatever is being played. The BEST ❤️❤️❤️
1,Beers with the band! - Drinking a Brown Ale by Saw Works Brewing Company at @thecasualpint  — http://t.co/Gpx8yWKoYb #photo
1,You know you love your boyfriend a lot when you're drunk and talk about him to randos at the bar 💕
1,@hevvabevva @cowboybumblebee come home for valentines day and be les status with me and wine
0,I drank my coffee too fast. already mad about stuff.
0,And the fucken kiwi-strawberry drink shit 😷
0,I'll finnaly be able to goto the liquor store and be able to show my I.d 😭
0,#asheville #northcarolina #ryanjbolger #theroad and an Appalachian Bourbon n' Ginger with local small… http://t.co/RaVKprZ9tX
1,Can someone plz put a muzzle on the drunk girl yelling outside my window #thanks
1,I don't know why my roommates think it's okay to wake up at 7:30 after a night of drinking #amandathrewup
0,Chillin' with th3countess @ Champions Sports Bar Marriott LAX https://t.co/GHUL3enRN2
1,Just left the bearded lady bar in ft worth.  Double IPAs just got me lit af.
0,Rando beer pong apartment party in Dova.
1,"I pretty proud of my self , I drink a 18 pack real quick by my self ;)"
1,This warning just increased my rating! - Drinking a Lupulin Maximus Imperial Pale Ale @ Fox River House - http://t.co/eKYgwcMNCj #photo
1,Valentine's Day. Shouldering the drinking load for the family. - Drinking a Stone IPA at @americanadsm - http://t.co/k0tyGzybsl
0,The best drunk texts that have ever happened I think http://t.co/gKec7aaXP9
1,Awww lol “@khyleedt_: “@Matthew_Tingle: Who all giving up liquor because you got mad drunk last night?” Me lol”
0,Chocolate milk is the only thing I can drink daily and not get tired of
1,Diggin' this punkin' - Drinking a Toasted Pumpkin Ale by @603brewery at @99restaurants  — http://t.co/ncd6ALtN7s #photo
0,We have problems when Half Dome is the problem and drinking is the accomplishment. #whatismylife
0,pint night and no classes tomorrow is going to be such a troublesome yet marvelous combination
0,"If you're not here for trivia night, you should be! @ Chino Valley Brewery http://t.co/ya8f9dYwoS"
1,"Nice balance to me between malt and hops. Hard to acquire, good to drink.... (West Coast Ale) http://t.co/jXbveRSeOY #photo"
1,wish i could drink bout 5 mangaritas right now
1,Drinking a Corona Extra by @Grupo_Modelo @ The Standard Club — http://t.co/6LePmMc7rI
1,"Lol austrias olympic hockey team was out drinking until 6 am the night before the game against slovenia, game was only acouple hours after"
0,My dad hype af cus he finally found a real liquor store
0,Harley-Davidson Cafe @harleycafe. http://t.co/0Ph4xhec7L #Las_Vegas At the Strip! Drinking &amp; Walking on the http://t.co/oK57pnbrYB
0,This granola bar is so crunchy that I feel like I'm breaking my teeth on it.. 😳
0,Oysters and drinks on the beach🍸🐟 @ The Turtle Club Restaurant on Vanderbilt Beach http://t.co/jQppU6jEJN
1,I wsh tara had a hot tub and not a personal gym. A personal gym is useless when I'm drinking
1,@_stalebread yeah or having to drink straight vodka like ugh lol I like whiskey better .-.
0,Finally made it to the Almond Room @derbywines Industry Party! @ Derby Wine Estates http://t.co/nMYW2n3aIF
0,@gracekolonickk j shed a tear for you Klondike bar
1,sweet yet hoppy - Drinking a Sipsey Strawberry Blonde by @BlackWarriorBC at @bwwings  — http://t.co/FwCiIkqvjP
1,Looking like a beer drinking kind of night before ATX tomorrow..
1,being drunk during the day is so funny 😭
1,Put a frozen tilapia on it lol RT @LicKmy_Stiletto: I'm bout to pour up a glass of wine n go to (cont) http://t.co/HUDEi6PGvD
0,My boyfriend was worried about what to get me for vday... My last boyfriend got me a beer bong... #anythingisbetter #nopressure
0,"I'm at The Honeymoon Cafe &amp; Bar - @thehoneymoonhtx in Houston, TX https://t.co/QOp0A6JiBA"
1,Wasn't up for drinking beer today...that changed after my first one
0,Last night's pre-concert conversation: Vodka soaked deep fried sponge cake.
0,I have never will never drink on a school night or come to school hungover it is not worth it
1,Ohemgee you got drunk at a party. Pat yourself on the back. Here's a golden sticker for not having self control and intoxicating yourself.
0,And how are they gonna put someone that goes to UK but is underage &amp; drinking a beer on the news? That makes a lot of sense.
0,@JillllPickle everyday is margarita day! 🍹🍹🍹
1,Shit better get me drunk in the first couple sips lol
0,TONIGHT! #WelfareTuesdays w NO COVER | $5 Drinks | Drag Performances | #LittleMissWelfare Competition!… http://t.co/EfiIWTJlZF
0,@andy1monkey gets a free pregame free beers and free burgers and a $5 tickets like wtf #winner
0,last night #SmokeToberBall🎃 #Turntup 🌿🍸😂🎤🎊🎉 wait for the next party in Dec!!!!🙌 @ Sevens Lounge https://t.co/6TV7uPVbWQ
1,"Deep ruby red, medium body vinous finish. - Drinking a Beast Mode @ Copperfield Neighborhood - http://t.co/xaL15P09Y1 #photo"
0,"I'm at Greenfields Pool &amp; Sports Bar in Lakewood, CO https://t.co/R7APNrd3jR"
0,Really chill bad ass piano bar I got to go to last night 😄 Howl at the Moon #SURFBOARD #SURFBOARD @… http://t.co/YBbLLa7fjN
1,"I swear it's the last time every time, I got a little drunk last night"
0,Working...still lol. My little brothers came to visit me! #paddysweekend 💙 @ Paddy Murphy's Bar and Grill http://t.co/EbqaDjZz4o
0,#full #house lugoloungeny con @ripiaokingz @ Lugo Lounge https://t.co/LbcOCsvvtU
1,Always thought Mikey would crash his car drunk
1,I put a straw in my beer because I'm lazy to keep turnin' it up
1,"Getting as much homework done today as possible, because tomorrow my brain will be one hungover slush of jungle juice #LivinLoco #NatGeo"
0,“I'm at that awkward age where half my friends are engaged and having babies and the other half are too drunk to even find their phones.” 🙌🙌
0,"@Kaykarnei but only alcohol
They want us to do the hard stuff"
1,@ChuyAnaya09 naw he got there when I was leaving and I'm too drink lol
1,@ConorrORourke he barks at everyone there gonna be friends beers and the boat tomorrow if your down
0,Espn has cameras in a gay bar lol
1,Beer sounds good right now. But everyone is awake.
0,Eric just picked up a porno in the liquor store and the dude was like don't look at that shit your too young!!
0,The drinking age in California is apparently ineffective like the rest of the U.S.  ##notcomplaining
1,Drinking a Hopslam (2014) by @BellsBrewery @ The Torch Bar and Grill — http://t.co/YyljG7QEIx #photo
1,attempted to play quarters and the beer is down my pants so game over
0,chocolate wasssssteddddd👅 @ Max Brenner Chocolate Bar http://t.co/WYWkImTMd1
0,The man in line behind me just exploded his drink on my back and the only other item he bought was sausage
0,You know your a loner when you sit in your driveway get drunk and listen to drake white at 3 am
0,I honestly think I'm so much happier staying at home being fat and watching movies then going out getting drunk and not knowing who you are.
0,"My 2k15 aesthetic is tired, stoned, and probably hungover"
1,Home sweet home. - Drinking a Pilsner Urquell by Plzensky Prazdroj at @unclemattie  — http://t.co/20gf8CwDS3 #photo
0,I wonder if @xFats and @DoctorMogs looked at their past drunken selves yet...
1,"the more that this rum kicks in, the more i want to say fuck a love song i'm finna make another gangsta ass rap song"
1,Beer &amp; This Pretty Lady @ The Bell Auditorium https://t.co/HTyfEH6yPS
0,I am genuinely happier watching high school musical sober on a Friday night with great ppl than out at some party with ppl I don't even know
1,"@Thew123 loved it but you can get some similar cocktails at Orsay,  the volstead, black sheep, grape and grain and dos gatos"
0,"Proud to host @VermontBrewFest at #btv Waterfront Park ""@bfp_news: Vermont Brewers Festival sold out in 11 minutes http://t.co/tm6zVhpWNV”"
1,@Ashlita3 wow no way!! Congrats that's so exciting!! We HAVE to get drunk for sure 💃
0,I feel like i just drank a glass of wine. I seriously don't know what's wrong with me😅
0,"My 4 year old nephew just said ""that's a big ass chocolate bar "" lmao im dead"
0,@rooseveltcoffee is OPEN! Got my drink and a Roosevelt donut this morning. Go check them out - it's… https://t.co/pme32EsiRA
1,I love my niggas to death I'm drinking hennecy. I'll drink a fifth for that ass when ya pass cause life goes on
0,"Yes this is where all the #classy ppl hang out (@ The Abbey Food &amp; Bar - @theabbeyweho in West Hollywood, CA) http://t.co/96FICktRdF"
0,Gone are the days where women used to cook like their mothers. Now they drink like their fathers.
1,@_Devin_B_ your snapchats make me wanna kill myself. how drunk are you right now.
0,If celebrating Cinco de Mayo please drink against colonialism not for it! #CincoDeMayo #stopcolonialism
0,"Goals of the week cont..
3. Lose to @OneBlessedFella in bball#✔
4. Drink @YogiProducts tea #TeaTime #✔
5. Spend &lt; $40 @sproutsfm sprouts#✔"
1,People keep yaking about a drunk driving accident where someone died in auburn tonight but I can't find any news on it 
1,Drinking an Equinox IPA by @FatHeadsBeer @ Griswold Family Christmas — https://t.co/hakacGu3iU
1,RT @NEWARK_GTFOH: WHEN THAT LIQOUR JUST HIT YOU OUTTA NO WHERE https://t.co/yJrJaYMX0q &lt; 
1,loopy and fruit punch makes for a drunk hopey
0,"Today in Econ: ""Im gonna get a row boat, a slot machine, some Doritos, and beer and take people out on the river to gamble."" -O'brien"
0,"This time is dedicated to @edmaar! Happy birthday! Must have the hickory smoked oysters! (@ 169 Bar in New York, NY) https://t.co/C8niuuUhjj"
0,"""It's better to be absolutely ridiculous than absolutely boring."" @ The Abbey Food &amp; Bar | West Hollywood http://t.co/k7Qe3GD1Me"
0,"I'm at Grind House Juice Bar in Baltimore, MD https://t.co/FnNHv7zIAu http://t.co/07E6I6dnoh"
0,mystery diners ... lol. Marvin friend Morris acting like Drunk Uncle. So fake! #mysterydiners
1,Well I'm a bit hungover today
0,I guess I'll drink lemon iced tea😒
0,I just told my dad he should get his alcohol flask monogrammed...
1,Damn straight imma be nice to them and they best be bringing me my fireball and vodka or else lol… https://t.co/JO1rWlnx7x
1,Drunk Sarah always wants salty potato chips and Ramen Noodles. Thank god I'm not an alcoholic or I'd be about 500+ lbs.
1,@Jarrell23 oh well he gave me a free drink so I was trying to be nice 😊
0,“@MorganAshllley: @tay_erin all I ever want is to be drunk and glittery” preach 🙏
0,Mommy surprised me with quest bars again😍
1,Drinking a G'Knight by @oskarblues @ Courtyards At Nautica — http://t.co/OBsOYrYsno
0,"“@UberFacts: Statistically speaking, you are more likely to be killed by a champagne cork than by a poisonous spider.” @KellyDemoz"
0,"Outside area that includes places to lounge, lawn games, fire pits and a bar with a big screen tv.… https://t.co/j6XQ4xDMYy"
1,I just passes someone's dad leaving school driving drinking a beer lmao
0,@OweniteSlayer Well I guess you can't judge a book by it's cover. I always liked Beer Money. They still together?
1,Drank this and am now feeling p triply http://t.co/lcy05zxvKs
0,I crashed @PowersDist beer expo tonight awesome turn out http://t.co/myLZQlmBTd
0,French version of Apothecary Cocktails @ The Downtown http://t.co/cDByseVbep
0,I'm Not Drinking No More Milk Now I Have Gas Oh God
0,I want a drink friend that I can fuck it up with..
0,@eric_tomik They're pouring so much beer on @masnKolko It's fantastic. Harper had a fireman's helmet.
0,"No Turns Up Like We Do ✊ @ Project X - Nightclub Columbus, OH https://t.co/qx2ls007P9"
0,"Protein shake so I can recover. Exercise man... (@ Protein Bar - @theproteinbar in Chicago, IL) https://t.co/QXWXjFfBeU"
0,But about this wind in Denver right meow. GO HOME YOURE DRUNK AND IM COLD.
0,I have a 3 drink limit. No worries please.
0,Dom Perignon 1996 by far the best ever Vintage Produced!!! #Dom #domperignon ❤️😃😘👍 @ Spago Beverly… http://t.co/J0B2bxO2AU
0,I promise to never love a female beside my mother and my daughter. The rest of you can drink bleach.
0,Mac N' Cheese balls! 😍 @ Mel's Burger Bar http://t.co/WQkPe6hJiF
1,Getting drunk for the walking dead next sunday bc if daryl dies gotta be ready to rage
0,"Mildly obsessed with whatever wasabi ranchesque dressing is on my salad. Way to go, Pensacola wine bar!"
1,This guy to my left was a HUGE part of my childhood and my biggest fandom. I'm having a drink with… http://t.co/EAt0CsRqWS
1,"Nutty, sweet, light spice.. Cheers - Drinking a Georgia Brown by @SweetWaterBrew at @sweetwaterbrew  — http://t.co/2RdniNd4yC #photo"
1,Pizza &amp; beers with my 2 favorite people in the world. #pizzaport #deathstarstout #yummy #pizza… https://t.co/9IFvARtUGe
0,Try https://t.co/75dt210jmo Food Alcohol American Asian Baked Goods Berries Beverages Candy Cheese #Baked #menu
1,"i'll fish for compliments, and i'll drink until i'm happy"
1,Shout out to my uncle for paying for my drinks and jamming to the strokes with me.
0,I got bars fam. 5 bucks to get me on a feature.
0,"Happy birthday Brendan! (@ Tallboys Craft Beer House - @tallboysbar in Toronto, ON) https://t.co/wcWTA1m18A"
1,Champagne never ends lol #polo #fashiononrock #palmbeach 🏇🏇🏇 @ International Polo Club Palm Beach http://t.co/jeJxgCB0mS
1,Ok... - Drinking a Bourbon Barrel Ale (Prohibition Series) by Labatt Brewing Company @ Drews home  — http://t.co/wunxE0cOPB #photo
0,I like my coffee black... Or with alcohol
0,I need to remind myself--Mardi Gras is a marathon. The one who does not get drunk every parade makes it to Fat Tuesday without getting sick
0,With my ladies Grace and Gabrielle! @ Mickey Finn's Brewery https://t.co/asIgPvhtTr
0,"Mongo only pawn in game of life (@ Flix Brewhouse - Carmel for Blazing Saddles in Carmel, IN) https://t.co/C60FCKOQMo"
1,@MovinNgrovin33 I'm not crazy about beer but I will drink it sometimes.
0,✨✨✨✨SO MAGICAL✨✨✨✨ @ Po5 Pizza Lounge and bar http://t.co/7DkZZ4YnNj
0,Showing people @Mike_Stud mike at the bar and people are loving it. #yesirrrr
0,"My mom did my laundry, folded ALL of my clothes, and found my alcohol stash."
1,"At GOB's today we told stories, toasted, sang, drank great wine &amp; said good bye to our good friend John Duyn @carltonfarms Our Love to Rita"
0,Latino Beverages Overload! I found my grocery store in Milwaukee. @ El Ray https://t.co/opzx3ZEft8
0,Right don't drink cause you won't be able to think.. look where it gets you
1,#8. Fucking unbelievable. - Drinking a Genealogy of Morals (2013) by @HillFarmstead @ Manuta Tavern  — http://t.co/iwj5bckiLT #photo
1,"It's August 5, &amp; Guess Who's Still Buying Alcohol Under 25???!!! 🙋🙋🙋"
1,GOT PULLED OVER FA DRUNK DRIVIN &amp; SAUCE DRIPN ALL OVA DC BUT WE STRAIGHT .. #FaceCardA1
1,Can't wait to try alcohol for the first time ever today
1,Thank you alcohol for making my parents say yes to things they would never have the courage to without you ❤️
0,"""In Living Coloreds"".....""The Fresh Prince of Boca Raton"".... #ElderlyTVShows @midnight ....that's it-out of beer"
1,Drinking a Hoppy American Wheat Ale by @flyingdog @ Washington Street Pub — http://t.co/RPhN7PQRMb
1,Well I wasn't planning on drinking but they bought me beer so I can't be rude.
1,Birthday Bash for a buddy - Drinking a Pub Ale by Boddington's Brewery @ Summerhays Bar &amp; Grill  — http://t.co/A5QvLq9lNb
1,Too fuckin late sir RT @TooNastyyy: Im way too drunk and I don't wanna tweet filth
1,"En route to food and wine (@ Transportation &amp; Ticket Center (TTC) - @waltdisneyworld in Bay Lake, FL) https://t.co/W3kjbcd5Ts"
1,"You been drinking I can tell , I know ha body so well 😏 and I got my eyes on you 😎"
1,"Needed this, BAD! - Drinking a Sága IPA by @summitbeer @ Barley's  — http://t.co/5LlVwpZ059 #photo"
0,#craftbeer oriented establishments wishing to host a Charlotte Beer Week event should go to: http://t.co/wT27SrCHPu to register your event!
1,I wanted to go see Malificent and have a chill Friday but I guess I'll just go TU and get drunk 👌
1,"""@LifeCheates: Always take a look at the floor near the bar. Drunk people always drop their money!"" true, found a debit card once."
0,ONE DAY IMMA MAKE THE DRUNK SHEIK KNOWN ACROSS THE GLOBE.
0,Fundraiser for national ovarian cancer coalition. (@ The Corner Bar w/ 3 others) http://t.co/MJ4XJP67sw http://t.co/N0nZrFVzBv
1,"And i dont know if its you or the whiskey, thats got me feelin' all tipsy tipsy"
0,"Clint &amp; Moe's Bar and Grill Black Creek, WI Free Birthday Lunch (offercode:B.D.) http://t.co/oREK2l4QlW BlackCreek Bars &amp; Pubs #coupon"
1,Malty and lingering bitterness. - Drinking a XS Old Crustacean Barleywine at @blindpigbrewpub - http://t.co/TERJQ3PT0j #photo
1,My roommate takes 4 shots a night and convinces himself that he's a depressed alcoholic
0,Mood. #LasVegas #Drais shineslikegoldd @ Drai's Beach Club Nightclub https://t.co/RgH95U2Pww
1,Haven't drank this much in a while 😩😁
0,Love the dankness. It's aromatic like an old sock. Nice malt backbone &amp; nicely h... (Sock Knocker) http://t.co/pUCq7H9WPJ #photo
0,"I'm at Horseshoe Tavern for Pokey LaFarge, New Country Rehab and The Devin Cuddy Band https://t.co/lsEmIgXAa2"
0,Haha I'm not an alcoholic I'm a good liquor connoisseur!!
1,"Whilst driving, I saw someone next to me texting &amp; driving, which really irritated me.

So I rolled down my window and threw my beer at her."
1,Bout kill These 50 beers wit my niggas💯‼️
1,Getting a lecture from my drunk cousin funniest thing ever!
0,@wwwbigbaldhead  #AskTWD  if I drink MoonShine will I be as cool as you?
0,"Last night I went to bed before 9 completely sober &amp; woke up before 7 today w/o the aid of an alarm. Fuck, I'm finally becoming an adult 😲💩"
0,@Stephbutta I forgot to tell u about that drink =/ but now u know lol
0,Tanard Jackson has to be the dumbest NFL player ever. He just got reinstated for substance abuse and today got suspended again(same thing)
1,Hard candy smell. Weak overall flavor.  Crisp. - Drinking an Extra Pale Ale (EPA) @ Hops at 84 East - http://t.co/rRAFVlu4cD
0,Power Link by Whirlwind! @ Bobby G's Open Mic Night at Talebu Coffee &amp; Wine Cafe https://t.co/MIAxViD5W7
0,@CTiNa86 thats my nigga !!! Lol the bar was so jumpin
0,"@bronwynECG really, you too. You done be drank the kool aid. For shame sista, for shame."
0,"*eats sugar cookies and drinks milk at 1 AM*
BRUUH I'm so turnt rn"
1,"Drinking a Smoglifter by @brashbrewingco @ Spoiled Rotten Grayton Beach, FL — http://t.co/h9LJZwCrm9"
0,"Damned tasty juices. (@ Urth Juice Bar in San Antonio, TX) https://t.co/bzDPKKQsev http://t.co/aWtYeSP2u6"
1,#MemorialDay - Drinking a Dream Machine by @magichat @ Casa Madridista  — http://t.co/Uen2RvXE8s #photo
0,We're full of good ideas. All tap beers $1 at 8 o'clock. Price goes up $1 every 30 mins 8-10:30pm!… https://t.co/hXWUhkfuaJ
1,FUCKING DONE another 6 day week... if we were open 7... I'd have been in for that...NOW drinking with @the_bliz in @mumblemod 's backyard :)
0,We're avidawinebar which is ADiva backwards bitches! #wine #bar #nyack #NewYork @ Avida Wine Bar https://t.co/UXmlPVHZM5
1,Phill puked and poured beer in my car ... Oh I'm gonna kill him 😂👏😡😭❤️
1,"This is very uncharacteristic of me, sitting at a bar, drinking Bud… https://t.co/kbtaUmSO44"
0,@JorenBostwick I was planning on staying home the whole time being sober and not inviting anybody over... 😉
